[2019-11-16 21:51:28.600] temperature (C), humidity (% relative), pressure (hPa)        
[2019-11-18 11:51:04.919] ,4,70,1050                    
[2019-11-18 11:51:17.520] ,4,70,1050                    
[2019-11-18 11:51:30.120] ,4,70,1050                    
[2019-11-18 11:51:42.719] ,4,70,1049                    
[2019-11-18 11:51:55.319] ,4,70,1050                    
[2019-11-18 11:52:07.918] ,4,70,1050                    
[2019-11-18 11:52:20.527] ,4,70,1049                    
[2019-11-18 11:52:33.130] ,4,70,1050                    
[2019-11-18 11:52:45.731] ,4,70,1049                    
[2019-11-18 11:52:58.331] ,4,70,1049                    
[2019-11-18 11:53:10.931] ,4,70,1050                    
[2019-11-18 11:53:23.531] ,4,70,1049                    
[2019-11-18 11:53:36.130] ,4,70,1050                    
[2019-11-18 11:53:48.730] ,4,70,1049                    
[2019-11-18 11:54:01.330] ,4,70,1049                    
[2019-11-18 11:54:13.930] ,4,70,1049                    
[2019-11-18 11:54:26.529] ,4,70,1049                    
[2019-11-18 11:54:39.129] ,4,70,1049                    
[2019-11-18 11:54:51.729] ,4,70,1049                    
[2019-11-18 11:55:04.330] ,4,70,1049                    
[2019-11-18 11:55:16.929] ,4,70,1049                    
[2019-11-18 11:55:29.528] ,4,70,1049                    
[2019-11-18 11:55:42.129] ,4,70,1049                    
[2019-11-18 11:55:54.729] ,4,70,1049                    
[2019-11-18 11:56:07.328] ,4,70,1049                    
[2019-11-18 11:56:19.935] ,4,70,1049                    
[2019-11-18 11:56:32.534] ,4,70,1049                    
[2019-11-18 11:56:45.134] ,4,70,1049                    
[2019-11-18 11:56:57.793] ,4,70,1049                    
[2019-11-18 11:57:10.394] ,4,70,1049                    
[2019-11-18 11:57:22.994] ,4,70,1049                    
[2019-11-18 11:57:35.593] ,4,70,1049                    
[2019-11-18 11:57:48.194] ,4,70,1049                    
[2019-11-18 11:58:00.794] ,4,70,1049                    
[2019-11-18 11:58:13.393] ,4,70,1049                    
[2019-11-18 11:58:25.994] ,4,70,1049                    
[2019-11-18 11:58:38.594] ,4,70,1049                    
[2019-11-18 11:58:51.198] ,4,70,1049                    
[2019-11-18 11:59:03.798] ,4,70,1049                    
[2019-11-18 11:59:16.399] ,4,70,1049                    
[2019-11-18 11:59:28.999] ,4,70,1049                    
[2019-11-18 11:59:41.596] ,4,70,1049                    
[2019-11-18 11:59:54.205] ,4,70,1049                    
[2019-11-18 12:00:06.805] ,4,70,1049                    
[2019-11-18 12:00:19.404] ,4,70,1049                    
[2019-11-18 12:00:32.004] ,4,70,1049                    
[2019-11-18 12:00:44.604] ,4,70,1049                    
[2019-11-18 12:00:57.204] ,4,70,1049                    
[2019-11-18 12:01:09.803] ,4,70,1049                    
[2019-11-18 12:01:22.403] ,4,70,1049                    
[2019-11-18 12:01:35.004] ,4,70,1049                    
[2019-11-18 12:01:47.604] ,4,70,1049                    
[2019-11-18 12:02:00.204] ,4,70,1049                    
[2019-11-18 12:02:12.802] ,4,70,1049                    
[2019-11-18 12:02:25.402] ,4,70,1049                    
[2019-11-18 12:02:38.002] ,4,70,1049                    
[2019-11-18 12:02:50.602] ,4,70,1049                    
[2019-11-18 12:03:03.202] ,4,70,1049                    
[2019-11-18 12:03:15.803] ,4,70,1049                    
[2019-11-18 12:03:28.403] ,4,70,1049                    
[2019-11-18 12:03:41.001] ,4,70,1049                    
[2019-11-18 12:03:53.602] ,4,70,1049                    
[2019-11-18 12:04:06.201] ,4,70,1049                    
[2019-11-18 12:04:18.801] ,4,70,1049                    
[2019-11-18 12:04:31.402] ,4,70,1049                    
[2019-11-18 12:04:44.002] ,4,70,1049                    
[2019-11-18 12:04:56.609] ,4,70,1049                    
[2019-11-18 12:05:09.274] ,4,70,1049                    
[2019-11-18 12:05:21.874] ,4,70,1049                    
[2019-11-18 12:05:34.472] ,4,70,1049                    
[2019-11-18 12:05:47.072] ,4,70,1049                    
[2019-11-18 12:05:59.672] ,4,70,1049                    
[2019-11-18 12:06:12.272] ,4,70,1049                    
[2019-11-18 12:06:24.873] ,4,70,1049                    
[2019-11-18 12:06:37.472] ,4,70,1049                    
[2019-11-18 12:06:50.072] ,4,70,1049                    
[2019-11-18 12:07:02.671] ,4,70,1049                    
[2019-11-18 12:07:15.272] ,4,71,1049                    
[2019-11-18 12:07:27.872] ,4,71,1049                    
[2019-11-18 12:07:40.471] ,4,71,1049                    
[2019-11-18 12:07:53.072] ,4,71,1049                    
[2019-11-18 12:08:05.672] ,4,71,1049                    
[2019-11-18 12:08:18.271] ,4,71,1049                    
[2019-11-18 12:08:30.871] ,4,71,1049                    
[2019-11-18 12:08:43.478] ,4,71,1049                    
[2019-11-18 12:08:56.076] ,4,71,1049                    
[2019-11-18 12:09:08.676] ,3,71,1049                    
[2019-11-18 12:09:21.276] ,3,71,1049                    
[2019-11-18 12:09:33.876] ,3,71,1049                    
[2019-11-18 12:09:46.477] ,3,72,1049                    
[2019-11-18 12:09:59.076] ,3,72,1049                    
[2019-11-18 12:10:11.676] ,3,72,1049                    
[2019-11-18 12:10:24.276] ,3,72,1049                    
[2019-11-18 12:10:36.876] ,3,72,1049                    
[2019-11-18 12:10:49.481] ,3,72,1049                    
[2019-11-18 12:11:02.081] ,3,72,1049                    
[2019-11-18 12:11:14.682] ,3,72,1049                    
[2019-11-18 12:11:27.286] ,3,72,1049                    
[2019-11-18 12:11:39.888] ,3,72,1049                    
[2019-11-18 12:11:52.488] ,3,72,1049                    
[2019-11-18 12:12:05.088] ,3,72,1049                    
[2019-11-18 12:12:17.686] ,3,72,1049                    
[2019-11-18 12:12:30.287] ,3,72,1049                    
[2019-11-18 12:12:42.886] ,3,72,1049                    
[2019-11-18 12:12:55.486] ,3,72,1049                    
[2019-11-18 12:13:08.086] ,3,72,1049                    
[2019-11-18 12:13:20.747] ,3,73,1049                    
[2019-11-18 12:13:33.346] ,3,73,1049                    
[2019-11-18 12:13:45.947] ,3,73,1049                    
[2019-11-18 12:13:58.545] ,3,73,1049                    
[2019-11-18 12:14:11.145] ,3,73,1049                    
[2019-11-18 12:14:23.745] ,3,73,1049                    
[2019-11-18 12:14:36.346] ,3,73,1049                    
[2019-11-18 12:14:48.945] ,3,73,1049                    
[2019-11-18 12:15:01.546] ,3,73,1049                    
[2019-11-18 12:15:14.145] ,3,73,1049                    
[2019-11-18 12:15:26.746] ,3,73,1049                    
[2019-11-18 12:15:39.344] ,3,73,1049                    
[2019-11-18 12:15:51.945] ,3,73,1049                    
[2019-11-18 12:16:04.545] ,3,73,1049                    
[2019-11-18 12:16:17.152] ,3,73,1049                    
[2019-11-18 12:16:29.757] ,3,73,1049                    
[2019-11-18 12:16:42.357] ,3,74,1049                    
[2019-11-18 12:16:54.956] ,3,74,1049                    
[2019-11-18 12:17:07.556] ,3,74,1049                    
[2019-11-18 12:17:20.156] ,3,74,1049                    
[2019-11-18 12:17:32.756] ,3,74,1049                    
[2019-11-18 12:17:45.356] ,3,74,1049                    
[2019-11-18 12:17:57.955] ,3,74,1049                    
[2019-11-18 12:18:10.556] ,3,74,1049                    
[2019-11-18 12:18:23.156] ,3,74,1049                    
[2019-11-18 12:18:35.755] ,3,74,1049                    
[2019-11-18 12:18:48.356] ,3,74,1049                    
[2019-11-18 12:19:00.955] ,3,74,1049                    
[2019-11-18 12:19:13.554] ,3,74,1049                    
[2019-11-18 12:19:26.154] ,3,74,1049                    
[2019-11-18 12:19:38.760] ,3,74,1049                    
[2019-11-18 12:19:51.360] ,3,74,1049                    
[2019-11-18 12:20:03.961] ,3,74,1049                    
[2019-11-18 12:20:16.561] ,3,74,1049                    
[2019-11-18 12:20:29.160] ,3,74,1049                    
[2019-11-18 12:20:41.760] ,3,74,1049                    
[2019-11-18 12:20:54.359] ,3,74,1049                    
[2019-11-18 12:21:06.960] ,3,74,1049                    
[2019-11-18 12:21:19.565] ,3,74,1049                    
[2019-11-18 12:21:32.170] ,3,75,1049                    
[2019-11-18 12:21:44.772] ,3,75,1049                    
[2019-11-18 12:21:57.371] ,3,75,1049                    
[2019-11-18 12:22:09.972] ,3,75,1049                    
[2019-11-18 12:22:22.570] ,3,75,1049                    
[2019-11-18 12:22:35.170] ,3,75,1049                    
[2019-11-18 12:22:47.771] ,3,75,1049                    
[2019-11-18 12:23:00.370] ,3,75,1049                    
[2019-11-18 12:23:12.971] ,3,75,1049                    
[2019-11-18 12:23:25.571] ,3,75,1049                    
[2019-11-18 12:23:38.170] ,3,75,1049                    
[2019-11-18 12:23:50.770] ,3,75,1049                    
[2019-11-18 12:24:03.370] ,3,75,1049                    
[2019-11-18 12:24:15.970] ,3,75,1049                    
[2019-11-18 12:24:28.569] ,3,75,1049                    
[2019-11-18 12:24:41.170] ,3,75,1049                    
[2019-11-18 12:24:53.770] ,3,75,1049                    
[2019-11-18 12:25:06.370] ,3,75,1049                    
[2019-11-18 12:25:18.970] ,3,75,1049                    
[2019-11-18 12:25:31.569] ,3,75,1049                    
[2019-11-18 12:25:44.170] ,3,75,1049                    
[2019-11-18 12:25:56.775] ,3,75,1049                    
[2019-11-18 12:26:09.374] ,3,75,1049                    
[2019-11-18 12:26:21.975] ,3,75,1049                    
[2019-11-18 12:26:34.574] ,3,75,1049                    
[2019-11-18 12:26:47.174] ,3,75,1049                    
[2019-11-18 12:26:59.774] ,3,75,1049                    
[2019-11-18 12:27:12.374] ,3,75,1049                    
[2019-11-18 12:27:24.975] ,3,75,1049                    
[2019-11-18 12:27:37.573] ,3,75,1049                    
[2019-11-18 12:27:50.173] ,3,76,1049                    
[2019-11-18 12:28:02.773] ,3,76,1049                    
[2019-11-18 12:28:15.374] ,3,76,1049                    
[2019-11-18 12:28:27.974] ,3,76,1049                    
[2019-11-18 12:28:40.580] ,3,76,1049                    
[2019-11-18 12:28:53.179] ,3,76,1049                    
[2019-11-18 12:29:05.779] ,3,76,1049                    
[2019-11-18 12:29:18.378] ,3,76,1049                    
[2019-11-18 12:29:30.979] ,3,76,1049                    
[2019-11-18 12:29:43.579] ,3,76,1049                    
[2019-11-18 12:29:56.184] ,3,76,1049                    
[2019-11-18 12:30:08.785] ,3,76,1049                    
[2019-11-18 12:30:21.384] ,3,76,1049                    
[2019-11-18 12:30:33.984] ,3,76,1049                    
[2019-11-18 12:30:46.585] ,3,76,1049                    
[2019-11-18 12:30:59.185] ,3,76,1049                    
[2019-11-18 12:31:11.784] ,3,76,1049                    
[2019-11-18 12:31:24.384] ,3,76,1049                    
[2019-11-18 12:31:36.983] ,3,76,1049                    
[2019-11-18 12:31:49.583] ,3,76,1049                    
[2019-11-18 12:32:02.184] ,3,76,1049                    
[2019-11-18 12:32:14.783] ,3,76,1049                    
[2019-11-18 12:32:27.383] ,3,76,1049                    
[2019-11-18 12:32:39.982] ,3,76,1049                    
[2019-11-18 12:32:52.582] ,3,76,1049                    
[2019-11-18 12:33:05.183] ,3,76,1049                    
[2019-11-18 12:33:17.783] ,3,76,1049                    
[2019-11-18 12:33:30.382] ,3,76,1049                    
[2019-11-18 12:33:42.983] ,3,76,1049                    
[2019-11-18 12:33:55.583] ,3,76,1049                    
[2019-11-18 12:34:08.182] ,3,76,1049                    
[2019-11-18 12:34:20.783] ,3,76,1049                    
[2019-11-18 12:34:33.381] ,3,76,1049                    
[2019-11-18 12:34:45.981] ,3,77,1049                    
[2019-11-18 12:34:58.581] ,3,76,1049                    
[2019-11-18 12:35:11.182] ,3,77,1049                    
[2019-11-18 12:35:23.782] ,3,76,1049                    
[2019-11-18 12:35:36.390] ,3,77,1049                    
[2019-11-18 12:35:48.994] ,3,77,1049                    
[2019-11-18 12:36:01.594] ,3,77,1049                    
[2019-11-18 12:36:14.192] ,3,77,1049                    
[2019-11-18 12:36:26.792] ,3,77,1049                    
[2019-11-18 12:36:39.392] ,3,77,1049                    
[2019-11-18 12:36:51.992] ,3,77,1049                    
[2019-11-18 12:37:04.592] ,3,77,1049                    
[2019-11-18 12:37:17.192] ,3,77,1049                    
[2019-11-18 12:37:29.792] ,3,77,1049                    
[2019-11-18 12:37:42.393] ,3,77,1049                    
[2019-11-18 12:37:54.992] ,3,77,1049                    
[2019-11-18 12:38:07.591] ,3,77,1049                    
[2019-11-18 12:38:20.191] ,3,77,1049                    
[2019-11-18 12:38:32.792] ,3,77,1049                    
[2019-11-18 12:38:45.391] ,3,77,1049                    
[2019-11-18 12:38:57.992] ,3,77,1049                    
[2019-11-18 12:39:10.592] ,3,77,1049                    
[2019-11-18 12:39:23.192] ,3,77,1049                    
[2019-11-18 12:39:35.797] ,3,77,1049                    
[2019-11-18 12:39:48.397] ,3,77,1049                    
[2019-11-18 12:40:00.997] ,3,77,1049                    
[2019-11-18 12:40:13.596] ,3,77,1049                    
[2019-11-18 12:40:26.196] ,3,77,1049                    
[2019-11-18 12:40:38.797] ,3,77,1049                    
[2019-11-18 12:40:51.397] ,3,77,1049                    
[2019-11-18 12:41:03.997] ,3,77,1049                    
[2019-11-18 12:41:16.596] ,3,77,1049                    
[2019-11-18 12:41:29.195] ,3,77,1049                    
[2019-11-18 12:41:41.795] ,3,77,1049                    
[2019-11-18 12:41:54.395] ,3,77,1049                    
[2019-11-18 12:42:07.002] ,3,77,1049                    
[2019-11-18 12:42:19.601] ,3,77,1049                    
[2019-11-18 12:42:32.201] ,3,78,1049                    
[2019-11-18 12:42:44.802] ,3,78,1049                    
[2019-11-18 12:42:57.405] ,3,78,1049                    
[2019-11-18 12:43:10.007] ,3,78,1049                    
[2019-11-18 12:43:22.607] ,3,78,1049                    
[2019-11-18 12:43:35.206] ,3,78,1049                    
[2019-11-18 12:43:47.807] ,3,78,1049                    
[2019-11-18 12:44:00.406] ,3,78,1049                    
[2019-11-18 12:44:13.007] ,3,78,1049                    
[2019-11-18 12:44:25.606] ,3,78,1049                    
[2019-11-18 12:44:38.206] ,3,78,1049                    
[2019-11-18 12:44:50.805] ,3,78,1049                    
[2019-11-18 12:45:03.405] ,3,78,1049                    
[2019-11-18 12:45:16.005] ,3,78,1049                    
[2019-11-18 12:45:28.605] ,3,78,1049                    
[2019-11-18 12:45:41.205] ,3,78,1049                    
[2019-11-18 12:45:53.806] ,3,78,1049                    
[2019-11-18 12:46:06.405] ,3,78,1049                    
[2019-11-18 12:46:19.006] ,3,78,1049                    
[2019-11-18 12:46:31.604] ,3,78,1049                    
[2019-11-18 12:46:44.204] ,3,78,1049                    
[2019-11-18 12:46:56.804] ,3,78,1049                    
[2019-11-18 12:47:09.405] ,3,78,1049                    
[2019-11-18 12:47:22.005] ,3,78,1049                    
[2019-11-18 12:47:34.604] ,3,78,1049                    
[2019-11-18 12:47:47.204] ,3,78,1049                    
[2019-11-18 12:47:59.804] ,3,78,1049                    
[2019-11-18 12:48:12.411] ,3,79,1049                    
[2019-11-18 12:48:25.015] ,3,78,1049                    
[2019-11-18 12:48:37.615] ,3,78,1049                    
[2019-11-18 12:48:50.216] ,3,78,1049                    
[2019-11-18 12:49:02.815] ,3,79,1049                    
[2019-11-18 12:49:15.415] ,3,79,1049                    
[2019-11-18 12:49:28.016] ,3,79,1049                    
[2019-11-18 12:49:40.615] ,3,79,1049                    
[2019-11-18 12:49:53.214] ,3,79,1049                    
[2019-11-18 12:50:05.814] ,3,79,1049                    
[2019-11-18 12:50:18.414] ,3,79,1049                    
[2019-11-18 12:50:31.014] ,3,79,1049                    
[2019-11-18 12:50:43.614] ,3,79,1049                    
[2019-11-18 12:50:56.214] ,3,79,1049                    
[2019-11-18 12:51:08.815] ,3,79,1049                    
[2019-11-18 12:51:21.414] ,3,79,1049                    
[2019-11-18 12:51:34.014] ,3,79,1049                    
[2019-11-18 12:51:46.614] ,3,79,1049                    
[2019-11-18 12:51:59.219] ,3,79,1049                    
[2019-11-18 12:52:11.819] ,3,79,1049                    
[2019-11-18 12:52:24.419] ,3,79,1049                    
[2019-11-18 12:52:37.019] ,3,79,1049                    
[2019-11-18 12:52:49.620] ,3,79,1049                    
[2019-11-18 12:53:02.219] ,3,79,1049                    
[2019-11-18 12:53:14.818] ,3,79,1049                    
[2019-11-18 12:53:27.418] ,3,79,1049                    
[2019-11-18 12:53:40.019] ,3,79,1049                    
[2019-11-18 12:53:52.619] ,3,79,1048                    
[2019-11-18 12:54:05.223] ,3,80,1049                    
[2019-11-18 12:54:17.825] ,3,79,1048                    
[2019-11-18 12:54:30.424] ,3,79,1048                    
[2019-11-18 12:54:43.028] ,3,79,1049                    
[2019-11-18 12:54:55.629] ,3,79,1049                    
[2019-11-18 12:55:08.230] ,3,80,1048                    
[2019-11-18 12:55:20.829] ,3,80,1048                    
[2019-11-18 12:55:33.430] ,3,80,1049                    
[2019-11-18 12:55:46.029] ,3,80,1049                    
[2019-11-18 12:55:58.630] ,3,80,1048                    
[2019-11-18 12:56:11.230] ,3,80,1048                    
[2019-11-18 12:56:23.829] ,3,80,1048                    
[2019-11-18 12:56:36.429] ,3,80,1048                    
[2019-11-18 12:56:49.028] ,3,80,1049                    
[2019-11-18 12:57:01.629] ,3,80,1048                    
[2019-11-18 12:57:14.229] ,3,80,1048                    
[2019-11-18 12:57:26.829] ,3,80,1048                    
[2019-11-18 12:57:39.428] ,3,80,1048                    
[2019-11-18 12:57:52.028] ,3,80,1048                    
[2019-11-18 12:58:04.628] ,3,80,1049                    
[2019-11-18 12:58:17.227] ,3,80,1048                    
[2019-11-18 12:58:29.827] ,3,80,1049                    
[2019-11-18 12:58:42.428] ,3,80,1048                    
[2019-11-18 12:58:55.027] ,3,80,1049                    
[2019-11-18 12:59:07.627] ,3,80,1049                    
[2019-11-18 12:59:20.228] ,3,80,1048                    
[2019-11-18 12:59:32.835] ,3,80,1049                    
[2019-11-18 12:59:45.439] ,3,80,1049                    
[2019-11-18 12:59:58.039] ,3,80,1048                    
[2019-11-18 13:00:10.638] ,3,80,1049                    
[2019-11-18 13:00:23.239] ,3,80,1048                    
[2019-11-18 13:00:35.839] ,3,80,1048                    
[2019-11-18 13:00:48.439] ,3,80,1049                    
[2019-11-18 13:01:01.039] ,3,80,1048                    
[2019-11-18 13:01:13.639] ,3,80,1048                    
[2019-11-18 13:01:26.238] ,3,80,1048                    
[2019-11-18 13:01:38.839] ,3,80,1048                    
[2019-11-18 13:01:51.437] ,3,80,1048                    
[2019-11-18 13:02:04.037] ,3,80,1048                    
[2019-11-18 13:02:16.637] ,3,80,1048                    
[2019-11-18 13:02:29.238] ,3,81,1048                    
[2019-11-18 13:02:41.837] ,3,81,1048                    
[2019-11-18 13:02:54.443] ,3,81,1048                    
[2019-11-18 13:03:07.044] ,3,81,1048                    
[2019-11-18 13:03:19.643] ,3,81,1048                    
[2019-11-18 13:03:32.242] ,3,81,1048                    
[2019-11-18 13:03:44.842] ,3,81,1048                    
[2019-11-18 13:03:57.443] ,3,81,1048                    
[2019-11-18 13:04:10.042] ,3,81,1048                    
[2019-11-18 13:04:22.642] ,3,81,1048                    
[2019-11-18 13:04:35.247] ,3,81,1048                    
[2019-11-18 13:04:47.852] ,3,81,1048                    
[2019-11-18 13:05:00.454] ,3,81,1048                    
[2019-11-18 13:05:13.053] ,3,81,1048                    
[2019-11-18 13:05:25.653] ,3,81,1048                    
[2019-11-18 13:05:38.253] ,3,81,1048                    
[2019-11-18 13:05:50.853] ,3,81,1048                    
[2019-11-18 13:06:03.453] ,3,81,1048                    
[2019-11-18 13:06:16.054] ,3,81,1048                    
[2019-11-18 13:06:28.653] ,3,81,1048                    
[2019-11-18 13:06:41.253] ,3,81,1048                    
[2019-11-18 13:06:53.852] ,3,81,1048                    
[2019-11-18 13:07:06.453] ,3,81,1048                    
[2019-11-18 13:07:19.052] ,3,81,1048                    
[2019-11-18 13:07:31.653] ,3,81,1048                    
[2019-11-18 13:07:44.253] ,3,81,1048                    
[2019-11-18 13:07:56.852] ,3,81,1048                    
[2019-11-18 13:08:09.453] ,3,81,1048                    
[2019-11-18 13:08:22.053] ,3,81,1048                    
[2019-11-18 13:08:34.652] ,3,81,1048                    
[2019-11-18 13:08:47.251] ,3,81,1048                    
[2019-11-18 13:08:59.852] ,3,81,1048                    
[2019-11-18 13:09:12.457] ,3,81,1048                    
[2019-11-18 13:09:25.057] ,3,81,1048                    
[2019-11-18 13:09:37.658] ,3,81,1048                    
[2019-11-18 13:09:50.258] ,3,81,1048                    
[2019-11-18 13:10:02.858] ,3,81,1048                    
[2019-11-18 13:10:15.456] ,3,81,1048                    
[2019-11-18 13:10:28.056] ,3,81,1048                    
[2019-11-18 13:10:40.657] ,3,81,1048                    
[2019-11-18 13:10:53.256] ,3,81,1048                    
[2019-11-18 13:11:05.916] ,3,81,1048                    
[2019-11-18 13:11:18.516] ,3,81,1048                    
[2019-11-18 13:11:31.117] ,3,81,1048                    
[2019-11-18 13:11:43.717] ,3,81,1048                    
[2019-11-18 13:11:56.321] ,3,81,1048                    
[2019-11-18 13:12:08.922] ,3,82,1048                    
[2019-11-18 13:12:21.522] ,3,82,1048                    
[2019-11-18 13:12:34.121] ,3,82,1048                    
[2019-11-18 13:12:46.722] ,3,82,1048                    
[2019-11-18 13:12:59.321] ,3,82,1048                    
[2019-11-18 13:13:11.926] ,3,82,1048                    
[2019-11-18 13:13:24.527] ,3,82,1048                    
[2019-11-18 13:13:37.127] ,3,82,1048                    
[2019-11-18 13:13:49.727] ,3,82,1048                    
[2019-11-18 13:14:02.326] ,3,82,1048                    
[2019-11-18 13:14:14.926] ,3,82,1048                    
[2019-11-18 13:14:27.526] ,3,82,1048                    
[2019-11-18 13:14:40.127] ,3,82,1048                    
[2019-11-18 13:14:52.726] ,3,82,1048                    
[2019-11-18 13:15:05.326] ,3,82,1048                    
[2019-11-18 13:15:17.927] ,3,82,1048                    
[2019-11-18 13:15:30.525] ,3,82,1048                    
[2019-11-18 13:15:43.125] ,3,82,1048                    
[2019-11-18 13:15:55.725] ,3,82,1048                    
[2019-11-18 13:16:08.325] ,3,82,1048                    
[2019-11-18 13:16:20.925] ,3,82,1048                    
[2019-11-18 13:16:33.525] ,3,82,1048                    
[2019-11-18 13:16:46.125] ,3,82,1048                    
[2019-11-18 13:16:58.725] ,3,82,1048                    
[2019-11-18 13:17:11.324] ,3,82,1048                    
[2019-11-18 13:17:23.925] ,3,82,1048                    
[2019-11-18 13:17:36.525] ,3,82,1048                    
[2019-11-18 13:17:49.125] ,3,82,1048                    
[2019-11-18 13:18:01.725] ,3,82,1048                    
[2019-11-18 13:18:14.324] ,3,82,1048                    
[2019-11-18 13:18:26.925] ,3,82,1048                    
[2019-11-18 13:18:39.524] ,3,82,1048                    
[2019-11-18 13:18:52.131] ,3,82,1048                    
[2019-11-18 13:19:04.736] ,3,82,1048                    
[2019-11-18 13:19:17.335] ,3,82,1048                    
[2019-11-18 13:19:29.936] ,3,82,1048                    
[2019-11-18 13:19:42.536] ,3,82,1048                    
[2019-11-18 13:19:55.135] ,3,82,1048                    
[2019-11-18 13:20:07.736] ,3,82,1048                    
[2019-11-18 13:20:20.336] ,3,82,1048                    
[2019-11-18 13:20:32.935] ,3,82,1048                    
[2019-11-18 13:20:45.534] ,3,82,1048                    
[2019-11-18 13:20:58.134] ,3,82,1048                    
[2019-11-18 13:21:10.735] ,3,82,1048                    
[2019-11-18 13:21:23.335] ,3,82,1048                    
[2019-11-18 13:21:35.934] ,3,82,1048                    
[2019-11-18 13:21:48.535] ,3,83,1048                    
[2019-11-18 13:22:01.134] ,3,83,1048                    
[2019-11-18 13:22:13.735] ,3,83,1048                    
[2019-11-18 13:22:26.333] ,3,83,1048                    
[2019-11-18 13:22:38.933] ,3,83,1048                    
[2019-11-18 13:22:51.540] ,3,83,1048                    
[2019-11-18 13:23:04.139] ,3,83,1048                    
[2019-11-18 13:23:16.739] ,3,83,1048                    
[2019-11-18 13:23:29.340] ,3,83,1048                    
[2019-11-18 13:23:41.938] ,3,83,1048                    
[2019-11-18 13:23:54.540] ,3,83,1048                    
[2019-11-18 13:24:07.138] ,3,83,1048                    
[2019-11-18 13:24:19.739] ,3,83,1048                    
[2019-11-18 13:24:32.338] ,3,83,1048                    
[2019-11-18 13:24:44.938] ,3,83,1048                    
[2019-11-18 13:24:57.538] ,3,83,1048                    
[2019-11-18 13:25:10.139] ,3,83,1048                    
[2019-11-18 13:25:22.743] ,3,83,1048                    
[2019-11-18 13:25:35.344] ,3,83,1048                    
[2019-11-18 13:25:47.944] ,3,83,1048                    
[2019-11-18 13:26:00.544] ,3,83,1048                    
[2019-11-18 13:26:13.148] ,3,83,1048                    
[2019-11-18 13:26:25.749] ,3,83,1048                    
[2019-11-18 13:26:38.349] ,3,83,1048                    
[2019-11-18 13:26:50.949] ,3,83,1048                    
[2019-11-18 13:27:03.549] ,3,83,1048                    
[2019-11-18 13:27:16.149] ,3,83,1048                    
[2019-11-18 13:27:28.748] ,3,83,1048                    
[2019-11-18 13:27:41.348] ,3,83,1048                    
[2019-11-18 13:27:53.948] ,3,83,1048                    
[2019-11-18 13:28:06.548] ,3,83,1048                    
[2019-11-18 13:28:19.148] ,3,83,1048                    
[2019-11-18 13:28:31.749] ,3,83,1048                    
[2019-11-18 13:28:44.349] ,3,83,1048                    
[2019-11-18 13:28:56.948] ,3,83,1048                    
[2019-11-18 13:29:09.547] ,3,83,1048                    
[2019-11-18 13:29:22.148] ,3,83,1048                    
[2019-11-18 13:29:34.748] ,3,83,1048                    
[2019-11-18 13:29:47.348] ,3,83,1048                    
[2019-11-18 13:29:59.947] ,3,83,1048                    
[2019-11-18 13:30:12.548] ,3,83,1048                    
[2019-11-18 13:30:25.148] ,3,83,1048                    
[2019-11-18 13:30:37.748] ,3,83,1048                    
[2019-11-18 13:30:50.346] ,3,83,1048                    
[2019-11-18 13:31:02.946] ,3,83,1048                    
[2019-11-18 13:31:15.546] ,3,83,1048                    
[2019-11-18 13:31:28.154] ,3,83,1048                    
[2019-11-18 13:31:40.759] ,3,83,1048                    
[2019-11-18 13:31:53.359] ,3,83,1048                    
[2019-11-18 13:32:05.958] ,3,83,1048                    
[2019-11-18 13:32:18.559] ,3,83,1048                    
[2019-11-18 13:32:31.158] ,3,83,1048                    
[2019-11-18 13:32:43.757] ,3,83,1048                    
[2019-11-18 13:32:56.357] ,3,83,1048                    
[2019-11-18 13:33:08.958] ,3,83,1048                    
[2019-11-18 13:33:21.557] ,3,83,1048                    
[2019-11-18 13:33:34.157] ,3,83,1048                    
[2019-11-18 13:33:46.757] ,3,84,1048                    
[2019-11-18 13:33:59.357] ,3,83,1048                    
[2019-11-18 13:34:11.957] ,3,83,1048                    
[2019-11-18 13:34:24.557] ,3,83,1048                    
[2019-11-18 13:34:37.156] ,3,84,1048                    
[2019-11-18 13:34:49.756] ,3,84,1048                    
[2019-11-18 13:35:02.356] ,3,84,1048                    
[2019-11-18 13:35:14.962] ,3,84,1048                    
[2019-11-18 13:35:27.562] ,3,84,1048                    
[2019-11-18 13:35:40.162] ,3,84,1048                    
[2019-11-18 13:35:52.762] ,3,84,1048                    
[2019-11-18 13:36:05.362] ,3,84,1048                    
[2019-11-18 13:36:17.962] ,3,84,1048                    
[2019-11-18 13:36:30.562] ,3,84,1048                    
[2019-11-18 13:36:43.162] ,3,84,1048                    
[2019-11-18 13:36:55.761] ,3,84,1048                    
[2019-11-18 13:37:08.362] ,3,84,1048                    
[2019-11-18 13:37:20.967] ,3,84,1048                    
[2019-11-18 13:37:33.567] ,3,84,1048                    
[2019-11-18 13:37:46.166] ,3,84,1048                    
[2019-11-18 13:37:58.771] ,3,84,1048                    
[2019-11-18 13:38:11.373] ,3,84,1048                    
[2019-11-18 13:38:23.972] ,3,84,1048                    
[2019-11-18 13:38:36.572] ,3,84,1048                    
[2019-11-18 13:38:49.173] ,3,84,1048                    
[2019-11-18 13:39:01.773] ,3,84,1048                    
[2019-11-18 13:39:14.373] ,3,84,1048                    
[2019-11-18 13:39:26.971] ,3,84,1048                    
