[2019-11-16 21:51:28.600] temperature (C), humidity (% relative), pressure (hPa)        
[2019-11-17 16:49:53.947] ,2,63,1066                    
[2019-11-17 16:50:06.547] ,2,63,1066                    
[2019-11-17 16:50:19.146] ,2,63,1066                    
[2019-11-17 16:50:31.746] ,2,64,1066                    
[2019-11-17 16:50:44.346] ,2,64,1066                    
[2019-11-17 16:50:56.954] ,2,64,1066                    
[2019-11-17 16:51:09.557] ,2,64,1066                    
[2019-11-17 16:51:22.158] ,2,63,1066                    
[2019-11-17 16:51:34.757] ,2,64,1066                    
[2019-11-17 16:51:47.358] ,2,64,1066                    
[2019-11-17 16:51:59.957] ,2,64,1066                    
[2019-11-17 16:52:12.557] ,2,64,1066                    
[2019-11-17 16:52:25.157] ,2,64,1066                    
[2019-11-17 16:52:37.757] ,2,64,1066                    
[2019-11-17 16:52:50.357] ,2,64,1066                    
[2019-11-17 16:53:02.957] ,2,64,1066                    
[2019-11-17 16:53:15.557] ,2,64,1066                    
[2019-11-17 16:53:28.156] ,2,64,1066                    
[2019-11-17 16:53:40.756] ,2,64,1066                    
[2019-11-17 16:53:53.356] ,2,64,1066                    
[2019-11-17 16:54:05.956] ,2,64,1066                    
[2019-11-17 16:54:18.556] ,2,64,1066                    
[2019-11-17 16:54:31.162] ,2,64,1066                    
[2019-11-17 16:54:43.762] ,2,64,1066                    
[2019-11-17 16:54:56.362] ,2,64,1066                    
[2019-11-17 16:55:08.962] ,2,64,1066                    
[2019-11-17 16:55:21.561] ,2,64,1066                    
[2019-11-17 16:55:34.161] ,2,64,1066                    
[2019-11-17 16:55:46.761] ,2,64,1066                    
[2019-11-17 16:55:59.361] ,2,64,1066                    
[2019-11-17 16:56:11.961] ,2,64,1066                    
[2019-11-17 16:56:24.561] ,2,64,1066                    
[2019-11-17 16:56:37.165] ,2,64,1066                    
[2019-11-17 16:56:49.767] ,2,64,1066                    
[2019-11-17 16:57:02.366] ,2,64,1066                    
[2019-11-17 16:57:14.965] ,2,64,1066                    
[2019-11-17 16:57:27.566] ,2,64,1066                    
[2019-11-17 16:57:40.166] ,2,64,1066                    
[2019-11-17 16:57:52.766] ,2,64,1066                    
[2019-11-17 16:58:05.366] ,2,64,1066                    
[2019-11-17 16:58:17.966] ,2,64,1066                    
[2019-11-17 16:58:30.565] ,2,64,1066                    
[2019-11-17 16:58:43.165] ,2,64,1066                    
[2019-11-17 16:58:55.765] ,2,64,1066                    
[2019-11-17 16:59:08.365] ,2,64,1066                    
[2019-11-17 16:59:20.964] ,2,64,1066                    
[2019-11-17 16:59:33.566] ,2,64,1066                    
[2019-11-17 16:59:46.165] ,2,64,1066                    
[2019-11-17 16:59:58.765] ,2,64,1066                    
[2019-11-17 17:00:11.363] ,2,64,1066                    
[2019-11-17 17:00:23.964] ,2,64,1066                    
[2019-11-17 17:00:36.564] ,2,64,1066                    
[2019-11-17 17:00:49.164] ,2,64,1066                    
[2019-11-17 17:01:01.764] ,2,64,1066                    
[2019-11-17 17:01:14.364] ,2,64,1066                    
[2019-11-17 17:01:26.971] ,2,64,1066                    
[2019-11-17 17:01:39.576] ,2,64,1066                    
[2019-11-17 17:01:52.174] ,2,64,1066                    
[2019-11-17 17:02:04.775] ,2,64,1066                    
[2019-11-17 17:02:17.374] ,2,64,1066                    
[2019-11-17 17:02:29.975] ,2,64,1066                    
[2019-11-17 17:02:42.575] ,2,64,1066                    
[2019-11-17 17:02:55.175] ,2,64,1066                    
[2019-11-17 17:03:07.775] ,2,64,1066                    
[2019-11-17 17:03:20.375] ,2,64,1066                    
[2019-11-17 17:03:32.974] ,2,64,1066                    
[2019-11-17 17:03:45.574] ,2,64,1066                    
[2019-11-17 17:03:58.174] ,2,64,1066                    
[2019-11-17 17:04:10.774] ,2,64,1066                    
[2019-11-17 17:04:23.374] ,2,64,1066                    
[2019-11-17 17:04:35.980] ,2,64,1066                    
[2019-11-17 17:04:48.580] ,2,64,1066                    
[2019-11-17 17:05:01.180] ,2,64,1066                    
[2019-11-17 17:05:13.779] ,2,64,1066                    
[2019-11-17 17:05:26.379] ,2,64,1066                    
[2019-11-17 17:05:38.979] ,2,64,1066                    
[2019-11-17 17:05:51.579] ,2,64,1066                    
[2019-11-17 17:06:04.179] ,2,64,1066                    
[2019-11-17 17:06:16.788] ,2,64,1066                    
[2019-11-17 17:06:29.395] ,2,64,1066                    
[2019-11-17 17:06:41.996] ,2,64,1066                    
[2019-11-17 17:06:54.596] ,2,64,1066                    
[2019-11-17 17:07:07.196] ,2,64,1066                    
[2019-11-17 17:07:19.796] ,2,64,1066                    
[2019-11-17 17:07:32.395] ,2,64,1066                    
[2019-11-17 17:07:44.996] ,2,64,1066                    
[2019-11-17 17:07:57.596] ,2,64,1066                    
[2019-11-17 17:08:10.196] ,2,64,1066                    
[2019-11-17 17:08:22.795] ,2,64,1066                    
[2019-11-17 17:08:35.395] ,2,64,1066                    
[2019-11-17 17:08:47.994] ,2,64,1066                    
[2019-11-17 17:09:00.595] ,2,64,1066                    
[2019-11-17 17:09:13.195] ,2,64,1066                    
[2019-11-17 17:09:25.795] ,2,64,1066                    
[2019-11-17 17:09:38.395] ,2,64,1066                    
[2019-11-17 17:09:50.995] ,2,64,1066                    
[2019-11-17 17:10:03.594] ,2,64,1066                    
[2019-11-17 17:10:16.194] ,2,64,1066                    
[2019-11-17 17:10:28.794] ,2,64,1066                    
[2019-11-17 17:10:41.394] ,2,64,1066                    
[2019-11-17 17:10:54.001] ,2,64,1066                    
[2019-11-17 17:11:06.606] ,2,65,1066                    
[2019-11-17 17:11:19.206] ,2,64,1066                    
[2019-11-17 17:11:31.806] ,2,64,1066                    
[2019-11-17 17:11:44.405] ,2,65,1066                    
[2019-11-17 17:11:57.004] ,2,65,1066                    
[2019-11-17 17:12:09.605] ,2,65,1066                    
[2019-11-17 17:12:22.205] ,2,65,1066                    
[2019-11-17 17:12:34.805] ,2,65,1066                    
[2019-11-17 17:12:47.405] ,2,65,1066                    
[2019-11-17 17:13:00.005] ,2,65,1066                    
[2019-11-17 17:13:12.605] ,2,65,1066                    
[2019-11-17 17:13:25.205] ,2,64,1066                    
[2019-11-17 17:13:37.804] ,2,65,1066                    
[2019-11-17 17:13:50.410] ,2,65,1066                    
[2019-11-17 17:14:03.010] ,2,65,1066                    
[2019-11-17 17:14:15.610] ,2,65,1066                    
[2019-11-17 17:14:28.210] ,2,65,1066                    
[2019-11-17 17:14:40.810] ,2,65,1066                    
[2019-11-17 17:14:53.410] ,2,65,1066                    
[2019-11-17 17:15:06.014] ,2,65,1066                    
[2019-11-17 17:15:18.615] ,2,65,1066                    
[2019-11-17 17:15:31.215] ,2,65,1066                    
[2019-11-17 17:15:43.815] ,2,65,1066                    
[2019-11-17 17:15:56.415] ,2,65,1066                    
[2019-11-17 17:16:09.015] ,2,65,1066                    
[2019-11-17 17:16:21.614] ,2,65,1066                    
[2019-11-17 17:16:34.215] ,2,65,1066                    
[2019-11-17 17:16:46.814] ,2,65,1066                    
[2019-11-17 17:16:59.414] ,2,65,1066                    
[2019-11-17 17:17:12.013] ,2,65,1066                    
[2019-11-17 17:17:24.614] ,2,65,1066                    
[2019-11-17 17:17:37.214] ,2,65,1066                    
[2019-11-17 17:17:49.814] ,2,65,1066                    
[2019-11-17 17:18:02.413] ,2,65,1066                    
[2019-11-17 17:18:15.014] ,2,65,1066                    
[2019-11-17 17:18:27.612] ,2,65,1066                    
[2019-11-17 17:18:40.213] ,2,65,1066                    
[2019-11-17 17:18:52.813] ,2,65,1066                    
[2019-11-17 17:19:05.413] ,2,65,1066                    
[2019-11-17 17:19:18.013] ,2,65,1066                    
[2019-11-17 17:19:30.613] ,2,65,1066                    
[2019-11-17 17:19:43.213] ,2,65,1066                    
[2019-11-17 17:19:55.813] ,2,65,1066                    
[2019-11-17 17:20:08.412] ,2,65,1066                    
[2019-11-17 17:20:21.011] ,2,65,1066                    
[2019-11-17 17:20:33.612] ,2,65,1066                    
[2019-11-17 17:20:46.220] ,2,65,1066                    
[2019-11-17 17:20:58.824] ,2,65,1066                    
[2019-11-17 17:21:11.424] ,2,65,1066                    
[2019-11-17 17:21:24.024] ,2,65,1066                    
[2019-11-17 17:21:36.624] ,2,65,1066                    
[2019-11-17 17:21:49.223] ,2,65,1066                    
[2019-11-17 17:22:01.823] ,2,65,1066                    
[2019-11-17 17:22:14.423] ,2,65,1066                    
[2019-11-17 17:22:27.083] ,2,65,1066                    
[2019-11-17 17:22:39.683] ,2,65,1066                    
[2019-11-17 17:22:52.283] ,2,65,1066                    
[2019-11-17 17:23:04.883] ,2,65,1066                    
[2019-11-17 17:23:17.483] ,2,65,1066                    
[2019-11-17 17:23:30.082] ,2,65,1066                    
[2019-11-17 17:23:42.682] ,2,65,1066                    
[2019-11-17 17:23:55.282] ,2,65,1066                    
[2019-11-17 17:24:07.882] ,2,65,1066                    
[2019-11-17 17:24:20.482] ,2,65,1066                    
[2019-11-17 17:24:33.082] ,2,65,1066                    
[2019-11-17 17:24:45.688] ,2,65,1066                    
[2019-11-17 17:24:58.288] ,2,65,1066                    
[2019-11-17 17:25:10.887] ,2,65,1066                    
[2019-11-17 17:25:23.487] ,2,65,1066                    
[2019-11-17 17:25:36.087] ,2,65,1066                    
[2019-11-17 17:25:48.687] ,2,65,1066                    
[2019-11-17 17:26:01.287] ,2,65,1066                    
[2019-11-17 17:26:13.887] ,2,65,1066                    
[2019-11-17 17:26:26.487] ,2,65,1066                    
[2019-11-17 17:26:39.087] ,2,65,1066                    
[2019-11-17 17:26:51.686] ,2,65,1066                    
[2019-11-17 17:27:04.286] ,2,65,1066                    
[2019-11-17 17:27:16.892] ,2,65,1066                    
[2019-11-17 17:27:29.492] ,2,65,1066                    
[2019-11-17 17:27:42.092] ,2,65,1066                    
[2019-11-17 17:27:54.692] ,2,65,1066                    
[2019-11-17 17:28:07.296] ,2,65,1066                    
[2019-11-17 17:28:19.896] ,2,65,1066                    
[2019-11-17 17:28:32.497] ,2,65,1066                    
[2019-11-17 17:28:45.097] ,2,65,1066                    
[2019-11-17 17:28:57.697] ,2,65,1066                    
[2019-11-17 17:29:10.297] ,2,65,1066                    
[2019-11-17 17:29:22.897] ,2,65,1066                    
[2019-11-17 17:29:35.497] ,2,65,1066                    
[2019-11-17 17:29:48.097] ,2,65,1066                    
[2019-11-17 17:30:00.697] ,2,65,1066                    
[2019-11-17 17:30:13.296] ,2,65,1066                    
[2019-11-17 17:30:25.896] ,2,65,1066                    
[2019-11-17 17:30:38.496] ,2,65,1066                    
[2019-11-17 17:30:51.096] ,2,65,1066                    
[2019-11-17 17:31:03.696] ,2,65,1066                    
[2019-11-17 17:31:16.296] ,2,65,1066                    
[2019-11-17 17:31:28.896] ,2,65,1066                    
[2019-11-17 17:31:41.495] ,2,65,1066                    
[2019-11-17 17:31:54.094] ,2,65,1066                    
[2019-11-17 17:32:06.694] ,2,65,1066                    
[2019-11-17 17:32:19.294] ,2,65,1066                    
[2019-11-17 17:32:31.895] ,2,65,1066                    
[2019-11-17 17:32:44.495] ,2,65,1066                    
[2019-11-17 17:32:57.095] ,2,65,1066                    
[2019-11-17 17:33:09.695] ,2,65,1066                    
[2019-11-17 17:33:22.302] ,2,65,1066                    
[2019-11-17 17:33:34.906] ,2,65,1066                    
[2019-11-17 17:33:47.506] ,2,65,1066                    
[2019-11-17 17:34:00.106] ,2,65,1066                    
[2019-11-17 17:34:12.706] ,2,65,1066                    
[2019-11-17 17:34:25.306] ,2,65,1066                    
[2019-11-17 17:34:37.906] ,2,65,1066                    
[2019-11-17 17:34:50.506] ,2,65,1066                    
[2019-11-17 17:35:03.104] ,2,65,1066                    
[2019-11-17 17:35:15.705] ,2,65,1066                    
[2019-11-17 17:35:28.304] ,2,65,1066                    
[2019-11-17 17:35:40.905] ,2,65,1066                    
[2019-11-17 17:35:53.505] ,2,65,1066                    
[2019-11-17 17:36:06.105] ,2,65,1066                    
[2019-11-17 17:36:18.704] ,2,65,1066                    
[2019-11-17 17:36:31.305] ,2,65,1066                    
[2019-11-17 17:36:43.904] ,2,65,1066                    
[2019-11-17 17:36:56.511] ,2,65,1066                    
[2019-11-17 17:37:09.110] ,2,65,1066                    
[2019-11-17 17:37:21.710] ,2,65,1066                    
[2019-11-17 17:37:34.310] ,2,65,1066                    
[2019-11-17 17:37:46.910] ,2,65,1066                    
[2019-11-17 17:37:59.509] ,2,65,1066                    
[2019-11-17 17:38:12.110] ,2,65,1066                    
[2019-11-17 17:38:24.709] ,2,65,1066                    
[2019-11-17 17:38:37.309] ,2,65,1066                    
[2019-11-17 17:38:49.909] ,2,66,1065                    
[2019-11-17 17:39:02.515] ,2,65,1065                    
[2019-11-17 17:39:15.115] ,2,65,1066                    
[2019-11-17 17:39:27.718] ,2,65,1065                    
[2019-11-17 17:39:40.321] ,2,65,1066                    
[2019-11-17 17:39:52.921] ,2,66,1066                    
[2019-11-17 17:40:05.520] ,2,65,1066                    
[2019-11-17 17:40:18.119] ,2,66,1066                    
[2019-11-17 17:40:30.720] ,2,66,1065                    
[2019-11-17 17:40:43.320] ,2,66,1065                    
[2019-11-17 17:40:55.920] ,2,65,1066                    
[2019-11-17 17:41:08.520] ,2,66,1065                    
[2019-11-17 17:41:21.120] ,2,66,1065                    
[2019-11-17 17:41:33.719] ,2,65,1066                    
[2019-11-17 17:41:46.319] ,2,66,1065                    
[2019-11-17 17:41:58.919] ,2,66,1066                    
[2019-11-17 17:42:11.519] ,2,66,1065                    
[2019-11-17 17:42:24.119] ,2,66,1066                    
[2019-11-17 17:42:36.719] ,2,66,1066                    
[2019-11-17 17:42:49.319] ,2,66,1066                    
[2019-11-17 17:43:01.918] ,2,66,1066                    
[2019-11-17 17:43:14.519] ,2,66,1065                    
[2019-11-17 17:43:27.118] ,2,66,1066                    
[2019-11-17 17:43:39.718] ,2,66,1066                    
[2019-11-17 17:43:52.317] ,2,66,1066                    
[2019-11-17 17:44:04.918] ,2,66,1066                    
[2019-11-17 17:44:17.525] ,2,66,1066                    
[2019-11-17 17:44:30.130] ,2,66,1065                    
[2019-11-17 17:44:42.730] ,2,66,1065                    
[2019-11-17 17:44:55.330] ,2,66,1065                    
[2019-11-17 17:45:07.929] ,2,66,1065                    
[2019-11-17 17:45:20.528] ,2,66,1065                    
[2019-11-17 17:45:33.129] ,2,66,1065                    
[2019-11-17 17:45:45.728] ,2,66,1065                    
[2019-11-17 17:45:58.329] ,2,66,1065                    
[2019-11-17 17:46:10.929] ,2,66,1065                    
[2019-11-17 17:46:23.529] ,2,66,1065                    
[2019-11-17 17:46:36.128] ,2,66,1065                    
[2019-11-17 17:46:48.728] ,2,66,1065                    
[2019-11-17 17:47:01.328] ,2,66,1066                    
